(48, 77) (548, 77) (548, 151) (48, 151) | Codice Fiscale: | 0.9985
(48, 152) (600, 152) (600, 224) (48, 224) | RSSMRA85M01H501Z | 0.6389
(49, 229) (965, 229) (965, 313) (49, 313) | E-mail:mario.rossi@xample.it | 0.8527
(51, 431) (161, 431) (161, 495) (51, 495) | ORA | 0.5911
(293, 427) (673, 427) (673, 495) (293, 495) | DESCRIZIONE | 0.8604
(724, 427) (968, 427) (968, 495) (724, 495) | IMPORTO | 0.9993
(51, 565) (229, 565) (229, 633) (51, 633) | 11:30 | 0.5419
(295, 565) (577, 565) (577, 633) (295, 633) | PRODOTTO | 0.9980
(598, 574) (630, 574) (630, 624) (598, 624) | A | 0.9896
(757, 565) (979, 565) (979, 641) (757, 641) | 12,00 € | 0.9329
(295, 667) (577, 667) (577, 735) (295, 735) | PRODOTTO | 0.9966
(597, 675) (633, 675) (633, 729) (597, 729) | B | 0.9991
(787, 661) (984, 661) (984, 747) (787, 747) | 8,50 € | 0.7503
(762, 841) (981, 841) (981, 920) (762, 920) | 12,00 € | 0.9596
