(48,77) (548,77) (548,151) (48,151) | Codice Fiscale: | 0.9996
(48,152) (600,152) (600,224) (48,224) | RSSMRA85M01H501Z | 0.6270
(49,229) (965,229) (965,313) (49,313) | E-mail:mario.rossi@xample.it | 0.8504
(51,431) (161,431) (161,495) (51,495) | ORA | 0.5751
(293,427) (673,427) (673,495) (293,495) | DESCRIZIONE | 0.9388
(724,427) (968,427) (968,495) (724,495) | IMPORTO | 0.9993
(51,565) (229,565) (229,633) (51,633) | 11:30 | 0.5494
(295,565) (577,565) (577,633) (295,633) | PRODOTTO | 0.9979
(598,574) (630,574) (630,624) (598,624) | A | 0.9912
(757,565) (979,565) (979,641) (757,641) | 12,00 € | 0.9271
(295,667) (577,667) (577,735) (295,735) | PRODOTTO | 0.9966
(597,675) (633,675) (633,729) (597,729) | B | 0.9994
(792,666) (982,666) (982,744) (792,744) | 8,50 € | 0.8826
(762,841) (981,841) (981,920) (762,920) | 12,00 € | 0.9603
